ORGIN_AIPORT_ID,Description,Code.y
15505,"Utapao, Thailand: U-Tapao Pattaya International",UTP
15506,"Mthatha, South Africa: Mthatha Airport",UTT
15507,"Queenstown, South Africa: Queenstown Airport",UTW
15508,"Kuparuk, AK: North Kuparuk",UUK
15509,"Yuzhno-Sakhalinsk, Russia: Khomutovo",UUS
15510,"Manumu, Papua New Guinea: Manumu Airport",UUU
15511,"Uvalde, TX: Garner Field",UVA
15512,"Ouvea, New Caledonia: Ouvea Ouloup",UVE
15513,"St. Lucia, Saint Lucia: Hewanorra International",UVF
15514,"Kharja, Egypt: New Valley",UVL
15515,"Lik Camp, AK: Lik Camp Airport",UXA
15516,"Fassberg, Germany: Fassberg Airport",UXB
15517,"Hawley, MN: Hawley Municipal",UXC
15518,"Chowchilla, CA: Chowchilla Airport",UXD
15519,"Faulkton, SD: Faulkton Municipal",UXE
15520,"St. Anthony, ID: Stanford Field",UXF
15521,"Dutch John, UT: Dutch John Airport",UXG
15522,"Kiev, Ukraine: Antonov 2 International",GML
15523,"Calder Bay, AK: Calder Bay Airport",UXI
15524,"Richmond, KY: Central Kentucky Regional",UXJ
15525,"Petaluma, CA: Petaluma Municipal",UXK
15526,"Chariot, AK: Chariot Airport",UXL
15527,"47-Mile Mine, AK: 47-Mile Mine Airport",UXM
15528,"Prestonsburg, KY: Big Sandy Regional",UXN
15529,"Fitchburg, MA: Fitchburg Municipal",UXO
15530,"Bay St. Louis, MS: Stennis International",UXP
15531,"Gilze-Rijen, Netherlands: Gilze-Rijen Airport",UXQ
15532,"Monument Valley, UT: Monument Valley Airport",UXR
15533,"Cimarron, KS: Cimarron Municipal",UXS
15534,"Lorain/Elyria, OH: Lorain County Regional",LPR
15535,"Cheboygan, MI: Cheboygan County",UXU
15536,"Enterprise, OR: Enterprise Municipal",UXV
15537,"Cookeville, TN: Putnam County",UXW
15538,"Hot Springs, MT: Hot Springs Airport",UXX
15539,"Circle, MT: Circle Town County",UXY
15540,"Garrison, ND: Garrison Municipal",UXZ
15541,"Melilla, Uruguay: Angel S Adami",UY1
15543,"Nyala, Sudan: Nyala Airport",UYL
15544,"Curuzu Cuatia, Argentina: Curuzu Cuatia Airport",UZU
15545,"Emporia, VA: Emporia Greensville Regional",VA1
15546,"Chesapeake, VA: Chesapeake Regional",VA2
15547,"Marion/Wytheville, VA: Mountain Empire",VA3
15548,"Leesburg, VA: Leesburg Executive",VA4
15549,"Vaasa, Finland: Vaasa Airport",VAA
15550,"Valdosta, GA: Moody AFB",VAD
15552,"Valence, France: Valence Chabeuil",VAF
15553,"Vanimo, Papua New Guinea: Vanimo Airport",VAI
15554,"Chevak, AK: Chevak Airport",VAK
15555,"Van, Turkey: Van Airport",VAN
15556,"Suavanao, Solomon Islands: Suavanao Airport",VAO
15557,"Varna, Bulgaria: Varna Airport",VAR
15558,"Sivas, Turkey: Sivas Airport",VAS
15559,"Vava'u, Tonga: Vava'u International",VAV
15561,"Lompoc, CA: Vandenberg AFB",VBG
15562,"Brescia, Italy: Brescia Montichiari",VBS
15563,"Visby, Sweden: Visby Airport",VBY
15564,"Can Tho, Vietnam: Can Tho International",VCA
15565,"View Cove, AK: View Cove Airport",VCB
15566,"Venice, Italy: Marco Polo International",VCE
15567,"Sao Paulo, Brazil: Viracopos International",VCP
15568,"Carora, Venezuela: Carora Airport",VCR
15569,"Victoria, TX: Victoria Regional",VCT
15570,"Victorville, CA: Southern California Logistics",VCV
15571,"Ovda, Israel: Ovda Airport",VDA
15572,"Vitoria Da Conquista, Brazil: Vitoria Da Conquista Airport",VDC
15573,"Valverde, Spain: Hierro",VDE
15574,"Vidalia, GA: Vidalia Regional",VDI
15575,"Viedma, Argentina: Viedma Airport",VDM
15576,"Valle de la Pascua, Venezuela: Valle de la Pascua Airport",VDP
15577,"Villa Dolores, Argentina: Villa Dolores Airport",VDR
15578,"Vadso, Norway: Vadso Airport",VDS
15579,"Valdez, AK: Valdez Pioneer Field",VDZ
15581,"Venetie, AK: Venetie Airport",VEE
15582,"Vernal, UT: Vernal Regional",VEL
15583,"Versailles, MO: Roy Otten Memorial Airfield",VEO
15584,"Veracruz, Mexico: General Heriberto Jara International",VER
15585,"Vestmannaeyjar, Iceland: Vestmannaeyjar Airport",VEY
15586,"Victoria Falls, Zimbabwe: Victoria Falls International",VFA
15587,"Vijayawada, India: Vijayawada Airport",VGA
15588,"Vigo, Spain: Vigo Airport",VGO
15589,"Las Vegas, NV: North Las Vegas",VGT
15590,"Vilhelmina, Sweden: Vilhelmina Airport",VHM
15591,"Vichy, France: Vichy Charmeil",VHY
15593,"Vicenza, Italy: Vicenza Airport",VIC
15594,"Vidin, Bulgaria: Vidin Airport",VID
15595,"Vienna, Austria: Vienna International",VIE
15596,"El Vigia, Venezuela: Juan Pablo Perez Alfonzo",VIG
15597,"Vichy, MO: Rolla National",VIH
15598,"Virgin Gorda, British Virgin Islands: Virgin Gorda Airport",VIJ
15599,"Kavik River, AK: Kavik River Airport",VIK
15600,"Dakhla, Morocco: Dakhla International",VIL
15601,"Visalia, CA: Visalia Municipal",VIS
15602,"Vitoria, Spain: Vitoria Airport",VIT
15603,"Vitoria, Brazil: Eurico de Aguiar Salles",VIX
15604,"Moscow, Russia: Vnukovo",VKO
15605,"Vicksburg, MS: Vicksburg Municipal",VKS
15606,"Valencia, Spain: Valencia Airport",VLC
15607,"Valdosta, GA: Valdosta Regional",VLD
15608,"Port Vila, Vanuatu: Port Vila Airport",VLI
15609,"Valladolid, Spain: Valladolid Airport",VLL
15610,"Valencia, Venezuela: Arturo Michelena International",VLN
15612,"Vallenar, Chile: Vallenar Airport",VLR
15613,"Valera, Venezuela: Dr. Antonio Nicolas Briceno",VLV
15614,"Villa Mercedes, Argentina: Mercedes",VME
15615,"Venice, FL: Venice Municipal",VNC
15616,"Vilnius, Lithuania: Vilnius International",VNO
15617,"Varanasi, India: Lal Bahadur Shastri Varanasi International",VNS
15618,"Van Nuys, CA: Van Nuys Airport",VNY
15619,"Volgograd, Russia: Gumrak",VOG
15620,"Camp Douglas, WI: Volk Field",VOK
15621,"Volos, Greece: Volos Airport",VOL
15622,"Cartersville, GA: Cartersville Airport",GA9
15622,"Cartersville, GA: Cartersville Airport",VPC
15623,"Ondjiva, Angola: Ondjiva Airport",VPE
15624,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",VPS
15625,"Valparaiso, IN: Porter County Regional",VPZ
15626,"Vieques, PR: Antonio Rivera Rodriguez",VQS
15627,"Varadero, Cuba: Juan Gualberto Gomez International",VRA
15628,"Vero Beach, FL: Vero Beach Regional",VRB
15629,"Virac, Philippines: Virac Airport",VRC
15630,"Varkaus, Finland: Varkaus Airport",VRK
15631,"Verona, Italy: Villafranca",VRN
15632,"Villahermosa, Mexico: C. P. A. Carlos Rovirosa International",VSA
15633,"Viseu, Portugal: Viseu Airport",VSE
15634,"Springfield, VT: Hartness State",VSF
15635,"Vasteras, Sweden: Vasteras Airport",VST
15636,"Vientiane, Laos: Wattay International",VTE
15637,"Valentine, NE: Miller Field",VTN
15638,"Visakhapatnam, India: Vishakhapatnam",VTZ
15639,"Albemarle, NC: Stanly County",VUJ
15640,"Vancouver, WA: Pearson Field",VUO
15641,"Valledupar, Colombia: Alfonso Lopez Pumarejo",VUP
15642,"Villavicencio, Colombia: Gomez Nino Apiay AB",API
15643,"Santa Cruz, Bolivia: Viru Viru International",VVI
15644,"Vastervik, Sweden: Vastervik Airport",VVK
15645,"Vladivostok, Russia: Knevichi",VVO
15646,"Headland, AL: Headland Municipal",VWA
15647,"Myrtle Creek, OR: Myrtle Creek Municipal",VWB
15648,"Gallatin, TN: Sumner County Regional",VWC
15649,"Hanford, CA: Hanford Municipal",VWD
15650,"Chelan, WA: Lake Chelan",VWE
15651,"Custer, SD: Custer County",VWF
15652,"Garibaldi, OR: Tillamook",VWG
15653,"Midland/Odessa, TX: Odessa Schlemeyer Field",VWH
15654,"California City, CA: California City Municipal",VWI
15655,"Cameron, SC: McNeil",VWJ
15656,"Saratoga Springs, NY: Saratoga County",VWK
15657,"Bemidji, MN: Nary National Shefland Field",VWL
15658,"Weed, CA: Weed Airport",VWM
15659,"Parker, AZ: Avi Suquilla",VWN
15660,"Arlington, WA: Arlington Municipal",VWO
15661,"Bernard, ID: Bernard Usfs",VWP
15662,"Lodi, CA: Kingdon Airpark",VWQ
15663,"Independence, CA: Independence Airport",VWR
15664,"Wichita, KS: Colonel James Jabara",VWS
15665,"Americus, GA: Jimmy Carter Regional",VWT
15668,"Deer Lodge, MT: Deer Lodge-City-County",VWW
15669,"Hondo, TX: South Texas Regional at Hondo",VWX
15670,"Landsberg Am Lech, Germany: Landsberg-Lech",VWY
15671,"Granite Creek Mine, AK: Granite Creek Mine Airport",VWZ
15672,"Sao Vicente, Cape Verde: Sao Pedro International",VXE
15673,"Vaxjo, Sweden: Smaland",VXO
15674,"Vryheid, South Africa: Vryheid Airport",VYD
15675,"Peru, IL: Illinois Valley Regional",VYS
15676,"Marvel Creek Mine, AK: Marvel Creek Mine Airport",VZA
15677,"Mitrofania, AK: Mitrofania Airport",VZB
15678,"Mush Bay, AK: Mush Bay Airport",VZC
15679,"Campbell Lagoon, AK: Campbell Lagoon Airport",VZD
15680,"Frazer Lake, AK: Frazer Lake Airport",VZE
15681,"Afognak Straits, AK: Afognak Straits Airport",VZF
15682,"Moffet Bay, AK: Moffet Bay Airport",VZG
15683,"Mineola, TX: Mineola Wisener Field",VZH
15684,"Brundidge, AL: Brundidge Municipal",VZI
15685,"Payette, ID: Payette Municipal",VZJ
15687,"Los Alamitos, CA: Los Alamitos AAF",VZL
15688,"Jensens Strip, AK: Jensens Strip Airport",VZM
15689,"Wildman Creek, AK: Wildman Creek Airport",VZN
15690,"Stepovak, AK: Stepovak Airport",VZO
15692,"Puale Bay, AK: Puale Bay Airport",VZQ
15693,"Katmai Bay, AK: Katmai Bay Airport",VZR
15694,"Kashvik Bay, AK: Kashvik Bay Airport",VZS
15695,"Cinder Mountain, AK: Cinder Mountain Airport",VZT
15696,"Hagemeister Island, AK: Hagemeister Island Airport",VZU
15697,"Cape Peirce, AK: Cape Peirce Airport",VZV
15698,"Cape Greig, AK: Cape Greig Airport",VZW
15699,"Kasba Lake, Canada: Kasba Lake Airport",VZX
15699,"Kasba Lake, Canada: Kasba Lake Airport",YDU
15700,"Katmai Lodge, AK: Katmai Lodge Airport",VZY
15701,"South St. Paul, MN: South St. Paul Municipal-Richard E. Fleming Field",VZZ
15703,"Mansfield, WA: Mansfield Airport",WA2
15704,"Burlington, WA: Bayview Farms",NA
15705,"Medical Lake, WA: Isaacson",WA4
15706,"Winthrop, WA: Methow Valley State",WA5
15707,"Stehekin, WA: Stehekin Seaplane Landing",WA6
15708,"Chelan, WA: Chelan Seaplane Landing",WA7
15709,"Wales, AK: Wales Airport",WAA
15710,"Wabag, Papua New Guinea: Wabag Airport",WAB
15711,"Andriamena, Madagascar: Andriamena Airport",WAD
15712,"Wanganui, New Zealand: Whanganui",WAG
15713,"Chincoteague, VA: Wallops Flight Facility",WAL
15714,"Warsaw, IN: Warsaw Municipal",WAR
15715,"Washington, DC: Washington DC Metropolitan Area",WAS
15716,"Waterford, Ireland: Waterford Airport",WAT
15717,"Wave Hill, Australia: Wave Hill Old",WAV
15718,"Warsaw, Poland: Warsaw Chopin",WAW
15720,"Wahai, Indonesia: Wahai Airport",WBA
15721,"Stebbins, AK: Stebbins Airport",WBB
15722,"Commerce/Montebello, CA: Commerce/Montebello Heliport",WBH
15723,"Wapenamanda, Papua New Guinea: Wapenamanda Airport",WBM
15724,"Woburn, MA: Woburn Airport",WBN
15725,"Beaver, AK: Beaver Airport",WBQ
15726,"Big Rapids, MI: Roben-Hood",WBR
15727,"Bennettsville, SC: Bennettsville Airport",WBS
15728,"Downtown, CA: Downtown Airport",WBY
15729,"Castro, Chile: Gamboa",WCA
15730,"Whalers Cove Lodge, AK: Whalers Cove Lodge Airport",WCL
15731,"Chandalar, AK: Chandalar Lake",WCR
15732,"Wide Bay, AK: Wide Bay Airport",WDB
15734,"Enid, OK: Enid Woodring Regional",WDG
15735,"Windhoek, Namibia: Hosea Kutako International",WDH
15736,"Eastsound, WA: Waldron Airstrip",WA8
15737,"Winder, GA: Barrow County",WDR
15738,"Dashuipo, China: Dashuipo Airport",WEH
15739,"Weipa, Australia: Weipa Airport",WEI
15740,"Welkom, South Africa: Welkom Airport",WEL
15741,"Ketchikan, AK: Ketchikan Waterfront Seaplane Base",WFB
15744,"Wagga Wagga, Australia: Wagga Wagga Airport",WGA
15745,"Walgett, Australia: Walgett Airport",WGE
15746,"Bahia Tortugas, Mexico: Bahia Tortugas Airport",WGG
15747,"Isle Baltra, Ecuador: Isle Baltra Off-Line Point",WGL
15749,"Winchester, VA: Winchester Regional",WGO
15750,"Waingapu, Indonesia: Mau Hau",WGP
15751,"Frenchville, ME: Northern Aroostook Regional",WFK
15754,"Hyder, AK: Hyder Seaplane Base",WHD
15755,"Whakatane, New Zealand: Whakatane Airport",WHK
15756,"Franz Josef, New Zealand: Franz Josef Airport",WHO
15758,"Eagle, CO: Vail/Avon",WHR
15759,"Wharton, TX: Wharton Regional",WHT
15760,"Black River Falls, WI: Black River Falls Area",WI1
15761,"Phillips, WI: Price County",WI2
15762,"Wilbur, WA: Wilbur Airport",WIB
15763,"Wick, United Kingdom: Wick Airport",WIC
15766,"Nairobi, Kenya: Nairobi/Wilson",WIL
15767,"Winton, Australia: Winton Airport",WIN
15768,"Woja, Marshall Islands: Woja Airport",WJA
15769,"Lancaster, CA: General William J. Fox Airfield",WJF
15772,"Wanaka, New Zealand: Wanaka Airport",WKA
15773,"Wakkanai, Japan: Wakkanai Airport",WKJ
15774,"Aleknagik, AK: Aleknagik New",WKK
15775,"Waikoloa Village, HI: Waikoloa Heliport",WKL
15776,"Hwange, Zimbabwe: Hwange National Park",HWN
15777,"Wakunai, Papua New Guinea: Wakunai Airport",WKN
15778,"Walker's Cay, The Bahamas: Walker's",WKR
15779,"Philadelphia, PA: Penns Landing Seaplane Base",WKV
15781,"Labouchere Bay, AK: Labouchere Bay Airport",WLB
15782,"Winfield, KS: Strother Field",WLD
15783,"Wellington, New Zealand: Wellington International",WLG
15784,"Walaha, Vanuatu: Walaha Airport",WLH
15785,"Selawik, AK: Selawik Airport",WLK
15786,"Waltham, MA: Waltham Hospital Heliport",WLM
15787,"Wallis Island, Wallis and Futuna: Wallis Hihifo",WLS
15789,"Willows, CA: Willows Glenn County",WLW
15790,"Warrnambool, Australia: Warrnambool Airport",WMB
15791,"Winnemucca, NV: Winnemucca Municipal",WMC
15792,"Mountain Home, AR: Baxter County",WMH
15793,"Meyers Chuck, AK: Meyers Chuck Seaplane Base",WMK
15794,"White Mountain, AK: White Mountain Airport",WMO
15795,"Mananara, Madagascar: Avaratra",WMR
15798,"Napakiak, AK: Napakiak Airport",WNA
15799,"Wunnumin Lake, Canada: Wunnumin Lake Airport",WNN
15800,"Naga, Philippines: Naga Airport",WNP
15801,"Windorah, Australia: Windorah Airport",WNR
15802,"Nawab Shah, Pakistan: Nawabshah",WNS
15804,"Wenzhou, China: Longwan",WNZ
15805,"Wood River, AK: Wood River Airport",WOD
15807,"Willow, AK: Willow Airport",WOW
15810,"Wipim, Papua New Guinea: Wipim Airport",WPM
15812,"Puerto Williams, Chile: Guardiamarina Zanartu",WPU
15813,"Ovid, NY: Ovid Airport",WQA
15814,"Mandan, ND: Mandan Municipal",WQB
15815,"Hamilton, MT: Ravalli County",WQC
15816,"Tulelake, CA: Tulelake Municipal",WQD
15817,"Dinsmore, CA: Dinsmore Airport",WQE
15818,"Rigby, ID: Rigby Airport",WQF
15819,"Hesperia, CA: Hesperia Airport",WQG
15820,"Dorris, CA: Butte Valley",WQH
15821,"Connell, WA: Connell City",WQI
15822,"Peard Bay, AK: Peard Bay Airport",WQJ
15823,"Townsend, MT: Townsend Airport",WQK
15824,"Bluff, AK: Bluff Airport",WQL
15825,"Lake Charles, LA: Chennault International",CWF
15826,"Campbellsville, KY: Taylor County",WQN
15827,"Rosamond, CA: Rosamond Skypark",WQO
15828,"Oceano, CA: Oceano County",WQP
15829,"Fairburn, SD: Custer State Park",WQQ
15830,"Naknek, AK: Tibbetts",WQR
15831,"Poplar, MT: Poplar Municipal",WQS
15832,"Bridger, MT: Bridger Municipal",WQT
15833,"Portales, NM: Portales Municipal",WQU
15835,"David River, AK: David River Airport",WQW
15836,"Kiavak, AK: Kiavak Airport",WQX
15837,"Port Wakefield, AK: Port Wakefield Airport",WQY
15838,"Chignik Lake, AK: Chignik Lake Airport",WQZ
15839,"Macon, GA: Robins AFB",WRB
15840,"Whangarei, New Zealand: Whangarei Airport",WRE
15841,"Wrangell, AK: Wrangell Airport",WRG
15842,"Fort Dix, NJ: McGuire Field",WRI
15843,"Worland, WY: Worland Municipal",WRL
15845,"Wroclaw, Poland: Strachowice",WRO
15846,"Steamboat Bay, AK: Steamboat Bay Airport",WSB
15847,"Washington, PA: Washington County",WSG
15848,"Shirley, NY: Brookhaven",WSH
15849,"Wasilla, AK: Wasilla Airport",WSI
15849,"Wasilla, AK: Wasilla Airport",WWA
15850,"San Juan, AK: San Juan Airport",WSJ
15852,"Wiseman, AK: Wiseman Airport",WSM
15853,"South Naknek, AK: South Naknek 2",WSN
15854,"Waspam, Nicaragua: Waspam Airport",WSP
15855,"Westerly, RI: Westerly State",WST
15856,"Westsound, WA: Westsound Airport",WSX
15857,"Shute Harbour/Whitsunday, Australia: Whitsunday Airstrip",WSY
15858,"Westport, New Zealand: Westport Airport",WSZ
15859,"New York, NY: World Trade Center Heliport",WTC
15860,"West End, The Bahamas: West End Airport",WTD
15861,"Noatak, AK: Noatak Airport",WTK
15862,"Tuntutuliak, AK: Tuntutuliak Airport",WTL
15863,"Waddington, United Kingdom: RAF Waddington",WTN
15864,"Whiteriver, AZ: Whiteriver Airport",WTR
15865,"Tsiroanomandidy, Madagascar: Tsiroanomandidy Airport",WTS
15866,"Whittier, AK: Whittier Airport",WTT
15867,"Wau, Papua New Guinea: Wau Airport",WUG
15868,"Wuhan, China: Tianhe",WUH
15869,"Duchesne, UT: Duchesne Municipal",WUJ
15870,"Ocean Shores, WA: Avco",WUQ
15871,"Wau, South Sudan: Wau Airport",WUU
15872,"Wuxi, China: Shuofang",WUX
15873,"Charleston, WV: Mcs-Pad Heliport",WV1
15874,"Falls Church, VA: Washington-Virginia",WVA
15875,"Walvis Bay, Namibia: Walvis Bay Airport",WVB
15877,"Watsonville, CA: Watsonville Municipal",WVI
15878,"Manakara, Madagascar: Manakara Airport",WVK
15879,"Augusta/Waterville, ME: Waterville Robert Lafleur",WVL
15881,"Wasilla, AK: Wasilla Airport",WSI
15881,"Wasilla, AK: Wasilla Airport",WWA
15882,"Cape May, NJ: Cape May County",WWD
15883,"Wewak, Papua New Guinea: Wewak Airport",WWK
15885,"Whale Pass, AK: Whale Pass Airport",WWP
15886,"Woodward, OK: West Woodward",WWR
15887,"Newtok, AK: Newtok Airport",WWT
15892,"Pinedale, WY: Ralph Wenz Field",WY1
15893,"Whyalla, Australia: Whyalla Airport",WYA
15894,"Yes Bay, AK: Yes Bay Lodge Seaplane Base",WYB
15895,"Yengema, Sierra Leone: Yengema Airport",WYE
15896,"Wyndham, Australia: Wyndham Airport",WYN
15897,"West Yellowstone, MT: Yellowstone",WYS
15899,"Nassau, The Bahamas: Nassau Seaplane Base",WZY
15900,"Alamos, Mexico: Alamos Airport",XAL
15901,"Chapeco, Brazil: Serafin Enoss Bertaso",XAP
15902,"Bearskin Lake, Canada: Bearskin Lake Airport",XBE
15903,"Brockville, Canada: Brockville Regional Tackaberry",XBR
15904,"Christmas Island, Christmas Island: Christmas Island Airport",XCH
15905,"Cluff Lake, Canada: Cluff Lake Airport",XCL
15906,"Chalons-En-Champagne, France: Chalons Vatry",XCR
15907,"Lake Geneva, WI: Americana",XES
15908,"Xichang, China: Qingshan",XIC
15910,"Xi'an, China: Xianyang",XIY
15913,"St. Louis, Senegal: Saint Louis",XLS
15914,"Lemwerder, Germany: Lemwerder Airport",XLW
15915,"Madison, SD: Madison Municipal",XMD
15916,"Manihi, French Polynesia: Manihi Airport",XMH
15917,"Xiamen, China: Gaoqi",XMN
15918,"Marmande, France: Marmande Virazeil",XMR
15919,"Fayetteville, AR: Northwest Arkansas Regional",XNA
15920,"Quang Ngai, Vietnam: Quang Ngai Airport",XNG
15921,"Xining, China: Xining Airport",XNN
15923,"Comayagua, Honduras: Palmerola Air Base",XPL
15924,"Al Bakr, Iraq: Joint Base Balad",XQC
15925,"Quepos, Costa Rica: Quepos Airport",XQP
15926,"Richmond, Australia: Richmond AFB",XRH
15927,"Reston, VA: Reston Airport",XRS
15928,"Jerez de la Frontera, Spain: Jerez",XRY
15929,"South Caicos, Turks and Caicos Islands: South Caicos International",XSC
15930,"Tonopah, NV: Tonopah Test Range",XSD
15931,"Leonardtown, MD: St. Mary's County Regional",XSM
15932,"Seletar, Singapore: Seletar Airport",XSP
15933,"Xuzhou, China: Xuzhou Airport",XUZ
15934,"Granite Point, AK: Granite Point Ndb",A8K
15936,"Yantarni Bay, AK: Yantarni Bay Airport",XWC
15937,"Emmen, Switzerland: Emmen Airport",EML
15937,"Emmen, Switzerland: Emmen Airport",XWD
15938,"Copalis, WA: Copalis State",XWE
15939,"Jerome, ID: Jerome County",XWF
15941,"Aztec, NM: Aztec Municipal",XWH
15943,"Dexter, ME: Dexter Regional",XWJ
15944,"Port Orchard, WA: Port Orchard Airport",XWK
15945,"Blackfoot, ID: McCarley Field",XWL
15946,"Riyadh, Saudi Arabia: Riyadh Military",XWM
15947,"Jupiter, FL: William P Gwinn",XWN
15948,"Kimball, NE: Kimball Municipal/Robert E. Arraj Field",XWO
15949,"Al Kharj, Saudi Arabia: Prince Sultan AB",AKH
15950,"Iwakuni, Japan: Iwakuni MCAS",IWK
15950,"Iwakuni, Japan: Iwakuni MCAS",JP1
15950,"Iwakuni, Japan: Iwakuni MCAS",XWQ
15952,"Oliktok, AK: Oliktok LRRS",XWS
15953,"Nushagak Bay, AK: Nushagak Bay Airport",XWT
15954,"Marion, AL: Perry County",XWU
15956,"Driggs, ID: Teton Peaks",XWW
15961,"Woodford, United Kingdom: Manchester Woodford",WFD
15963,"Clarendon, TX: Smiley Johnson Municipal/Bass Field",XXD
15964,"Lakewood, NJ: Lakewood Airport",XXE
15966,"Cambridge, MA: Arthur D. Little Heliport",XXG
15968,"Doha, Qatar: Al Udeid Air Base",AFU
15968,"Doha, Qatar: Al Udeid Air Base",XJD
15968,"Doha, Qatar: Al Udeid Air Base",XXJ
15971,"Willits, CA: Ells Field-Willits Municipal",XXN
15972,"Hurricane, UT: General Dick Stout Field",XXO
15973,"Lakeport, CA: Lampson Field",XXP
15975,"Mariposa, CA: Mariposa-Yosemite",XXR
15976,"Creswell, OR: Hobby Field",XXS
15977,"Polson, MT: Polson Airport",XXT
15978,"Ashland, OR: Ashland Municipal-Sumner Parker Field",XXU
15979,"Decatur, WA: Decatur Shores",XXV
15980,"Lake City, FL: Lake City Gateway",LCQ
15980,"Lake City, FL: Lake City Gateway",XXW
15981,"Mena, AR: Mena Intermountain Municipal",XXX
15982,"Fortuna, CA: Rohnerville",XXY
15983,"Zuni Pueblo, NM: Black Rock",XXZ
15984,"Yandina, Solomon Islands: Yandina Airport",XYA
15986,"Anahim Lake, Canada: Anahim Lake Airport",YAA
15987,"Cat Lake, Canada: Cat Lake Airport",YAC
15988,"Asbestos Hill, Canada: Asbestos",YAF
15989,"Fort Frances, Canada: Fort Frances Municipal",YAG
15990,"La Grande 4, Canada: La Grande 4 Airport",YAH
15991,"Yakutat, AK: Yakutat Airport",YAK
15992,"Sault Ste. Marie, Canada: Sault Ste. Marie Airport",YAM
15993,"Yaounde, Cameroon: Yaounde Ville",YAO
15994,"Yap, Federated States of Micronesia: Yap International",YAP
15995,"Attawapiskat, Canada: Attawapiskat Airport",YAT
15996,"Kattiniq, Canada: Kattiniq Donaldson",YAU
15997,"Miners Bay, Canada: Miners Bay Airport",YAV
15998,"St. Anthony, Canada: St. Anthony Airport",YAY
15999,"Tofino, Canada: Long Beach",YAZ
16000,"Banff, Canada: Banff Airport",YBA
16001,"Kugaaruk, Canada: Kugaaruk Airport",YBB
16002,"Baie Comeau, Canada: Baie Comeau Airport",YBC
16003,"Uranium City, Canada: Uranium City Airport",YBE
16004,"Saguenay, Canada: Bagotville",YBG
16005,"Baie Johan Beetz, Canada: Baie Johan Beetz Airport",YBJ
16006,"Baker Lake, Canada: Baker Lake Airport",YBK
16007,"Campbell River, Canada: Campbell River Airport",YBL
16008,"Bronson Creek, Canada: Bronson Creek Airport",YBM
16009,"Brandon, Canada: Brandon Municipal",YBR
16010,"Opapimiskan Lake, Canada: Opapimiskan Lake Airport",YBS
16011,"Brochet, Canada: Brochet Airport",YBT
16012,"Berens River, Canada: Berens River Airport",YBV
16013,"Blanc Sablon, Canada: Blanc Sablon Airport",YBX
16014,"Cambridge Bay, Canada: Cambridge Bay Airport",YCB
16015,"Cornwall, Canada: Cornwall Regional",YCC
16016,"Nanaimo, Canada: Nanaimo Airport",YCD
16017,"Cortes Bay, Canada: Cortes Bay Airport",YCF
16018,"Castlegar/Nelson/Trail, Canada: Castlegar West Kootenay Regional",YCG
16019,"Miramichi, Canada: Miramichi Airport",YCH
16020,"Cape Saint James, Canada: Cape Saint James Airport",YCJ
16021,"Colville Lake, Canada: Colville Lake Tommy Kochon",YCK
16022,"Charlo, Canada: Charlo Airport",YCL
16023,"St. Catharines, Canada: Niagara District",YCM
16024,"Cochrane, Canada: Cochrane Airport",YCN
16025,"Kugluktuk/Coppermine, Canada: Kugluktuk",YCO
16026,"Cross Lake, Canada: Cross Lake Airport",YCR
16027,"Chesterfield Inlet, Canada: Chesterfield Inlet Airport",YCS
16028,"Clyde River, Canada: Clyde River Airport",YCY
16029,"Dawson City, Canada: Dawson City Airport",YDA
16030,"Burwash Landings, Canada: Burwash",YDB
16031,"Deer Lake, Canada: Deer Lake Airport",YDF
16032,"Dease Lake, Canada: Dease Lake Airport",YDL
16033,"Dauphin, Canada: Dauphin Barker",YDN
16034,"Nain, Canada: Nain Airport",YDP
16035,"Dawson Creek, Canada: Dawson Creek Airport",YDQ
16036,"Desolation Sound, Canada: Desolation Sound Marine Park",YDS
16038,"Riviere-Du-Loup, Canada: Riviere-Du-Loup Airport",YRI
16039,"Edmonton, Canada: Edmonton Metropolitan Area",YEA
16040,"Yecheon, South Korea: Yecheon Airport",YEC
16041,"Edmonton, Canada: Edmonton Namao Heliport",YED
16042,"Edmonton, Canada: Edmonton International",YEG
16043,"Arviat, Canada: Arviat Airport",YEK
16044,"Elliot Lake, Canada: Elliot Lake Municipal",YEL
16045,"Manitowaning, Canada: Manitoulin East Municipal",YEM
16046,"Yeovilton, United Kingdom: Yeovilton Airport",YEO
16047,"Fort Severn, Canada: Fort Severn Airport",YER
16048,"Eureka, Canada: Eureka Airport",YEU
16049,"Inuvik, Canada: Inuvik Airport",YEV
16050,"Iqaluit, Canada: Iqaluit Airport",YFB
16051,"Fredericton, Canada: Fredericton International",YFC
16052,"Flin Flon, Canada: Flin Flon Airport",YFO
16053,"Fort Resolution, Canada: Fort Resolution Airport",YFR
16054,"Fort Simpson, Canada: Fort Simpson Airport",YFS
16055,"Gagnon, Canada: Gagnon Airport",YGA
16056,"Gillies Bay, Canada: Texada Gillies Bay",YGB
16057,"Gorge Harbor, Canada: Gorge Harbor Airport",YGE
16058,"Ganges Harbor, Canada: Ganges Harbor Airport",YGG
16059,"Fort Good Hope, Canada: Fort Good Hope Ice Strip",YGH
16060,"Yonago, Japan: Miho",YGJ
